date,actual,window,step,mean,naive,seasonal_naive_daily,seasonal_naive_weekly,drift,sarima_target_only,sarimax_calendar,sarimax_calendar_weather,feature_restricted_24,feature_direct,feature_recursive,feature_cov_lagged,feature_cov_realised,chronos_bolt_base
2016-05-14 08:00:00,133.33333333333334,1,15,97.37667908341798,231.66666666666663,338.3333333333333,121.66666666666669,232.5643631436314,115.3089477838343,116.08685232277556,121.3815206941605,152.47143318201114,132.7097334161056,127.37115071497654,153.52524848555265,156.46145508605764,134.95712
2016-05-14 09:00:00,118.33333333333331,1,16,97.37667908341798,231.66666666666663,93.33333333333331,153.33333333333334,232.62420957542903,104.35105430331254,105.18764590952708,110.36572137661626,191.69225666727365,169.05965436610668,161.34194670274624,209.3678220074618,195.6329412988108,165.1442
2016-05-14 10:00:00,158.33333333333334,1,17,97.37667908341798,231.66666666666663,73.33333333333333,178.33333333333334,232.6840560072267,111.3895689118716,112.26018866141554,117.89624014730806,215.35248288679333,203.2892523782607,146.1693879022521,217.23718851516463,195.8999490335181,196.42291
2016-05-14 11:00:00,96.66666666666669,1,18,97.37667908341798,231.66666666666663,355.0,161.66666666666666,232.74390243902437,116.36705910783144,117.24400087959576,122.44483250364414,182.12299231644852,185.70842904522604,103.14583016127968,188.7628047365397,151.28970903956755,210.55342
2016-05-14 12:00:00,116.66666666666669,1,19,97.37667908341798,231.66666666666663,301.6666666666667,86.66666666666667,232.803748870822,110.01276789804734,110.8919766590092,118.91110238064137,197.95103325971303,234.5098886631293,140.08420768610443,185.424855968783,140.9837353641228,193.48502
2016-05-14 13:00:00,113.33333333333331,1,20,97.37667908341798,231.66666666666663,268.3333333333333,75.0,232.86359530261964,103.33607654440166,104.23171270735796,113.51730381465924,143.50824139722383,202.35307897338689,137.94151415249223,175.55923648130488,111.87742080862724,173.20914
2016-05-14 14:00:00,106.66666666666669,1,21,97.37667908341798,231.66666666666663,318.3333333333333,88.33333333333333,232.9234417344173,100.47104799200756,101.36133442728274,109.04867742528388,141.50756523027528,151.12144024656993,128.194363090808,138.5930132188721,101.12231159661636,164.57495
2016-05-14 15:00:00,130.0,1,22,97.37667908341798,231.66666666666663,201.66666666666663,103.33333333333331,232.98328816621492,94.48542173069416,95.38699301319426,104.05777195123864,159.7128200101261,152.20969012087207,116.18431457648586,147.80205479893525,91.18742205594287,166.27487
2016-05-14 16:00:00,111.66666666666669,1,23,97.37667908341798,231.66666666666663,351.6666666666667,91.66666666666669,233.0431345980126,124.89401913062513,125.78588956103545,134.95596169797824,110.51110528220414,126.83536289935462,126.8604425817864,113.15998544132918,82.16029623818594,187.01389
2016-05-14 17:00:00,241.66666666666663,1,24,97.37667908341798,231.66666666666663,231.66666666666663,83.33333333333333,233.10298102981025,181.78290596472607,182.6657698678959,192.54596004978512,172.0627343463059,172.0627343463059,171.53777552899547,147.5809710186825,129.30574549265083,173.64587
2016-05-14 18:00:00,166.66666666666666,2,1,97.50475870563206,241.66666666666663,348.3333333333333,285.0,241.72939068100357,194.1704280218827,194.3894681430073,199.48822719086567,193.33993828638123,181.01411003399136,181.01411003399136,185.63287959372,156.6245624763722,163.49292
2016-05-14 19:00:00,90.0,2,2,97.50475870563206,241.66666666666663,208.3333333333333,120.0,241.79211469534047,143.28872127849817,143.56432637732888,148.9694690439936,153.70931857335404,132.4307346523586,170.66777130581002,174.78491142637665,121.13224334059112,115.844696
2016-05-14 20:00:00,86.66666666666667,2,3,97.50475870563206,241.66666666666663,120.0,86.66666666666667,241.85483870967735,120.12342323499372,120.36220804390716,124.87713971274484,145.47007787545297,105.9771774508006,118.660567515822,129.81705175479638,110.05896845584026,90.33307
2016-05-14 21:00:00,75.0,2,4,97.50475870563206,241.66666666666663,63.333333333333336,56.66666666666666,241.9175627240143,80.89469798282381,81.18089198444872,86.18985977144543,110.676699234693,67.7505538978562,69.27324955679849,90.0312991369178,56.55262043801677,71.4002
2016-05-14 22:00:00,61.66666666666666,2,5,97.50475870563206,241.66666666666663,55.0,58.333333333333336,241.98028673835125,66.04503082000797,66.37015991583634,71.06589380139354,94.11482331587632,53.02889176819999,61.289880662224974,84.31171933631916,67.11619789742005,60.02233
2016-05-14 23:00:00,48.333333333333336,2,6,97.50475870563206,241.66666666666663,61.66666666666666,56.66666666666666,242.04301075268813,58.877417843202494,59.19997003716388,62.45568010270281,82.8415257694078,51.806769796444186,54.00008836405948,74.63082386949398,73.11953677569821,58.393047
2016-05-15 00:00:00,53.333333333333336,2,7,97.50475870563206,241.66666666666663,58.333333333333336,58.333333333333336,242.10573476702504,54.88124149199332,56.48776311645981,59.04295134637656,55.711730098770985,45.76265772232975,49.64219583685023,58.1812192710515,69.39107623516828,56.13819
2016-05-15 01:00:00,55.0,2,8,97.50475870563206,241.66666666666663,63.333333333333336,51.66666666666666,242.168458781362,54.282733825101545,55.96619854154213,58.81790948440997,56.60727792954835,50.9236130940784,50.10551239479705,89.45572768191445,56.8669489734324,56.012127
2016-05-15 02:00:00,51.66666666666666,2,9,97.50475870563206,241.66666666666663,60.0,55.0,242.23118279569889,52.87922921903932,54.66999762034283,57.542015931646745,59.93664636486969,47.026961446141584,50.41170759225026,63.18124244649204,59.42345572746991,54.70077
2016-05-15 03:00:00,40.0,2,10,97.50475870563206,241.66666666666663,60.0,56.66666666666666,242.2939068100358,51.52644556350538,53.41961410322523,56.33438334373902,59.40929347596583,47.83993341592542,50.33862252134112,57.0044717134958,58.22471184996245,52.901516
2016-05-15 04:00:00,51.66666666666666,2,11,97.50475870563206,241.66666666666663,60.0,50.0,242.35663082437276,51.40931166839124,53.38827188916315,56.83175937900975,57.87881802335765,52.96194930568456,50.461469413710674,62.24901839805116,57.73610953590602,52.801315
2016-05-15 05:00:00,56.66666666666666,2,12,97.50475870563206,241.66666666666663,56.66666666666666,56.66666666666666,242.41935483870964,60.06927200534319,62.11052263603,66.12438288052891,60.53305084028676,53.3104448384771,56.34445619728284,64.50262800779844,61.690169937689504,54.952484
2016-05-15 06:00:00,51.66666666666666,2,13,97.50475870563206,241.66666666666663,63.333333333333336,50.0,242.48207885304652,69.9636420170929,72.05011572823545,75.20994183781693,77.10856445715062,70.26227471688854,84.70179109494315,87.3547739956513,99.07805934870063,56.53141
2016-05-15 07:00:00,93.33333333333331,2,14,97.50475870563206,241.66666666666663,113.33333333333331,60.0,242.54480286738348,99.72563655779894,101.83665374320066,104.72195053087356,109.23675029202332,98.4999022147932,127.4526792041748,95.47250905634624,110.90028239915502,67.736755
2016-05-15 08:00:00,118.33333333333331,2,15,97.50475870563206,241.66666666666663,133.33333333333334,183.3333333333333,242.6075268817204,116.04217140002264,118.17861914271938,122.44800016266704,134.6804220697492,162.0891306619864,177.36868639115272,121.54226107558505,119.86809088219184,93.84659
2016-05-15 09:00:00,101.66666666666669,2,16,97.50475870563206,241.66666666666663,118.33333333333331,143.33333333333334,242.6702508960573,104.90932247718168,107.08635550283672,111.9116737209704,133.6700914288227,114.21254766055333,152.02012321275598,109.96167455101838,149.39729523058602,106.37407
2016-05-15 10:00:00,108.33333333333331,2,17,97.50475870563206,241.66666666666663,158.33333333333334,135.0,242.73297491039423,113.50257649169428,115.70022071169684,120.56410588830782,148.19457632791105,130.62884663851736,152.449699901444,110.24961195857053,143.59478404864728,113.9203
2016-05-15 11:00:00,105.0,2,18,97.50475870563206,241.66666666666663,96.66666666666669,50.0,242.79569892473117,115.36118106214846,117.56258054412206,122.95984676421284,130.41565438193982,132.78241978460457,121.8212413350812,143.0335499573514,114.36707300021608,93.80197
2016-05-15 12:00:00,96.66666666666669,2,19,97.50475870563206,241.66666666666663,116.66666666666669,56.66666666666666,242.85842293906805,110.24631627446998,112.44435987497832,118.73063054580965,87.01642740667644,139.71073802702878,118.6661119746892,84.8062817405488,94.84440960794048,80.00168
2016-05-15 13:00:00,136.66666666666666,2,20,97.50475870563206,241.66666666666663,113.33333333333331,56.66666666666666,242.92114695340496,103.72876487435371,105.93976846926756,111.66421444232611,70.35428542256392,134.4918091293551,113.62581935658172,72.65794016180101,67.14110003826464,76.78253
2016-05-15 14:00:00,88.33333333333333,2,21,97.50475870563206,241.66666666666663,106.66666666666669,56.66666666666666,242.9838709677419,100.68699928129293,102.89154745274766,107.16560783753384,76.82347942183979,104.39892815247865,105.68750519808032,70.07695092945097,101.17112485704575,72.249344
2016-05-15 15:00:00,93.33333333333331,2,22,97.50475870563206,241.66666666666663,130.0,50.0,243.0465949820788,96.0770243043238,98.28958101841025,101.43396051631623,83.25897343869765,113.958494230973,103.14649751983252,72.35808450239092,79.13355061857024,70.251495
2016-05-15 16:00:00,143.33333333333334,2,23,97.50475870563206,241.66666666666663,111.66666666666669,55.0,243.1093189964157,124.20084951807296,126.40642628341654,128.3880024283124,115.27704735886864,138.72040157557515,120.65337155712992,88.54638607965515,126.64241685293554,88.79551
2016-05-15 17:00:00,236.66666666666663,2,24,97.50475870563206,241.66666666666663,241.66666666666663,56.66666666666666,243.17204301075265,184.51811574677936,186.71035270993505,190.02226590453049,128.41535009200211,128.41535009200211,171.2865361458565,136.22549327279893,188.97916772838653,148.03165
2016-05-15 18:00:00,98.33333333333331,3,1,97.46140175497057,236.66666666666663,166.66666666666666,50.0,236.7272222222222,198.51549339488776,199.29419662743857,204.95753353947933,193.9364535357716,236.67187537340948,236.67187537340948,156.03278376891703,200.54809786827724,185.52875
2016-05-15 19:00:00,96.66666666666669,3,2,97.46140175497057,236.66666666666663,90.0,60.0,236.78777777777773,142.37738412187775,143.27497611165393,150.30263997123208,99.375852513887,94.03697356375626,141.36958625831178,105.15197175411744,108.44314737023484,123.06803
2016-05-15 20:00:00,246.66666666666663,3,3,97.46140175497057,236.66666666666663,86.66666666666667,78.33333333333333,236.8483333333333,119.15036318883966,120.25689638566048,125.3130631652519,99.56012809497172,105.07223182556967,105.60919019506852,71.13211918188408,111.69644306647317,94.89122
2016-05-15 21:00:00,203.3333333333333,3,4,97.46140175497057,236.66666666666663,75.0,63.333333333333336,236.90888888888884,81.83504452681501,83.21056702631385,84.13015880750707,86.17488759871874,77.70406138517427,84.70628531699487,83.10015379052227,105.42060459515405,70.001595
2016-05-15 22:00:00,86.66666666666667,3,5,97.46140175497057,236.66666666666663,61.66666666666666,58.333333333333336,236.9694444444444,66.94914676835855,68.42891803614742,65.93903098768301,51.38664737981729,49.80042098677779,57.196625920089495,50.23794426177882,63.27438620333922,59.28966
2016-05-15 23:00:00,83.33333333333333,3,6,97.46140175497057,236.66666666666663,48.333333333333336,53.333333333333336,237.03,58.96280761390484,60.42878076288601,57.43709146125473,49.64005354090168,58.79645974385463,51.92576096250872,50.38651560306079,61.06101394618776,57.07867
2016-05-16 00:00:00,61.66666666666666,3,7,97.46140175497057,236.66666666666663,53.333333333333336,55.0,237.0905555555555,55.15100381367514,66.55793660634262,63.54705076102723,53.7098698482697,48.02993824527218,50.414930186475765,46.6239840867682,58.13876267395277,55.944393
2016-05-16 01:00:00,53.333333333333336,3,8,97.46140175497057,236.66666666666663,55.0,58.333333333333336,237.15111111111108,54.5077769299098,66.02817860592472,62.914133352740414,61.7788026915381,59.06126272321846,52.72799898516054,58.19583498348776,63.11324506999649,54.880024
2016-05-16 02:00:00,56.66666666666666,3,9,97.46140175497057,236.66666666666663,51.66666666666666,55.0,237.21166666666664,52.91784951926391,64.57178690187037,61.63872300604729,57.70013277894305,55.986689344058206,52.81067428943148,47.462206479344566,64.07498302316617,53.7939
2016-05-16 03:00:00,53.333333333333336,3,10,97.46140175497057,236.66666666666663,40.0,53.333333333333336,237.27222222222215,51.02049117882843,62.79569165036896,60.47678277561164,53.87213606242519,48.19148647162658,54.85171765406732,40.68852955159269,58.430733731018286,52.096127
2016-05-16 04:00:00,55.0,3,11,97.46140175497057,236.66666666666663,51.66666666666666,56.66666666666666,237.33277777777772,51.41710351497421,63.2899269378994,61.19642489902223,54.66792844666307,47.8198497317897,56.11344395525877,40.30780966618328,59.5647069278433,52.58816
2016-05-16 05:00:00,51.66666666666666,3,12,97.46140175497057,236.66666666666663,56.66666666666666,65.0,237.3933333333333,59.88081667010439,71.82486547928607,68.73709123057763,53.7146892580544,62.78992393095166,66.49944301744002,61.52861395927656,65.76683452120626,59.00907
2016-05-16 06:00:00,53.333333333333336,3,13,97.46140175497057,236.66666666666663,51.66666666666666,55.0,237.45388888888888,69.0611655912765,81.05725386212195,76.77129476915769,92.63566301604016,70.55780109685372,81.84398286744347,83.03744653312926,103.88600449371198,61.304317
2016-05-16 07:00:00,61.66666666666666,3,14,97.46140175497057,236.66666666666663,93.33333333333331,56.66666666666666,237.5144444444444,99.37138209685988,111.39565299237054,108.67178026003631,83.8191368996481,71.51811418841564,120.12778899352011,75.71433292517789,122.52004349676096,66.8457
2016-05-16 08:00:00,88.33333333333333,3,15,97.46140175497057,236.66666666666663,118.33333333333331,61.66666666666666,237.575,116.08873263739244,128.14044418175192,128.15145815526566,92.64922806756351,87.45328286298975,107.28530069639346,76.62788448950253,137.92945224079952,65.14455
2016-05-16 09:00:00,70.0,3,16,97.46140175497057,236.66666666666663,101.66666666666669,66.66666666666667,237.63555555555556,104.69239454109837,116.78561452225108,118.23704848768266,109.81627782438696,74.38893347255373,135.51210269954765,99.24051097569132,152.35872723191915,60.030922
2016-05-16 10:00:00,148.33333333333334,3,17,97.46140175497057,236.66666666666663,108.33333333333331,55.0,237.6961111111111,113.19275865402548,125.3074014729017,128.23793021709704,105.50540093203593,80.99122869176367,102.93840635291424,82.86614655201382,174.54368893014237,62.078598
2016-05-16 11:00:00,103.33333333333331,3,18,97.46140175497057,236.66666666666663,105.0,61.66666666666666,237.75666666666663,114.80630140683677,126.92593415519067,130.68708406923315,124.10367129230224,98.50884577643583,132.16005850678158,85.60106824517005,152.65061238140777,62.68406
2016-05-16 12:00:00,206.66666666666663,3,19,97.46140175497057,236.66666666666663,96.66666666666669,135.0,237.81722222222217,109.539497827087,121.65684985693288,125.72781848568846,120.83485736231997,162.03664707127484,103.76297886651304,82.83269952678575,165.35691465746643,68.157364
2016-05-16 13:00:00,266.6666666666667,3,20,97.46140175497057,236.66666666666663,136.66666666666666,173.33333333333334,237.8777777777777,105.20237454558516,117.32978744923628,120.67752279459992,147.21856612012076,131.61975472832606,120.20970547593788,119.54374720839871,150.6413403692813,73.95965
2016-05-16 14:00:00,88.33333333333333,3,21,97.46140175497057,236.66666666666663,88.33333333333333,88.33333333333333,237.9383333333333,100.036589606221,112.1608580608973,114.98949078101498,130.61043384005177,92.0818933360465,109.25753277127323,85.62629764267955,109.64756617621936,71.756485
2016-05-16 15:00:00,111.66666666666669,3,22,97.46140175497057,236.66666666666663,93.33333333333331,70.0,237.99888888888884,95.87693553549796,108.00846918532037,111.09854462204432,118.53128052939064,89.01477655575324,110.44903224712009,82.93732367436345,105.3838148245844,70.78349
2016-05-16 16:00:00,88.33333333333333,3,23,97.46140175497057,236.66666666666663,143.33333333333334,78.33333333333333,238.0594444444444,125.02630802265156,137.15001883981537,138.26115390935556,137.27942426027445,114.09504017097908,130.58260229671825,98.34059727886068,175.69034425687477,95.29932
2016-05-16 17:00:00,243.3333333333333,3,24,97.46140175497057,236.66666666666663,236.66666666666663,268.3333333333333,238.11999999999995,186.89150307168285,199.00061930667948,196.52144809113025,175.68490641168793,175.68490641168793,234.08563790193745,185.9335598444831,145.80925667662666,193.8773
2016-05-16 18:00:00,155.0,4,1,97.57300275482092,243.3333333333333,98.33333333333331,120.0,243.39561287477952,186.29656525361224,190.7510404296182,187.7696090666107,150.94587745119307,167.55539051721473,167.55539051721473,151.38111179195607,151.7508193430487,145.85829
2016-05-16 19:00:00,115.0,4,2,97.57300275482092,243.3333333333333,96.66666666666669,110.0,243.4578924162257,136.9135832625882,142.59926999313078,139.19691376361806,102.37324732199208,113.57172102432229,133.64345199006212,112.44841874215696,108.87372073647916,117.94935
2016-05-16 20:00:00,96.66666666666669,4,3,97.57300275482092,243.3333333333333,246.66666666666663,95.0,243.52017195767195,120.46959539032176,127.77042609312883,124.8936310961018,106.41722286855573,103.17215064319402,131.66129112692352,109.07041970462365,146.7368987526524,100.12416
2016-05-16 21:00:00,68.33333333333333,4,4,97.57300275482092,243.3333333333333,203.3333333333333,71.66666666666667,243.58245149911812,82.88093734011676,91.74259726927023,90.51195944832176,80.73455355441043,76.95880769776836,87.55633908599214,86.12087635309709,114.19905212345849,73.705215
2016-05-16 22:00:00,46.66666666666666,4,5,97.57300275482092,243.3333333333333,86.66666666666667,71.66666666666667,243.64473104056435,64.74883155782987,74.75031615614941,73.59938657415674,61.25742889089628,64.39775484249824,81.55877765876309,63.67269892086535,96.50680848040764,61.01947
2016-05-16 23:00:00,60.0,4,6,97.57300275482092,243.3333333333333,83.33333333333333,60.0,243.70701058201053,58.3621651605255,69.08764115122831,68.57585893267753,71.01081975384793,69.78413089930504,74.10986689026421,61.16298193138021,88.49281095491611,57.26667
2016-05-17 00:00:00,50.0,4,7,97.57300275482092,243.3333333333333,61.66666666666666,51.66666666666666,243.7692901234568,54.32215603636054,47.98229173906793,49.248668815309394,51.78984198234607,45.15006022938872,58.57120462068593,45.421473403892776,61.01560673272712,54.739006
2016-05-17 01:00:00,55.0,4,8,97.57300275482092,243.3333333333333,53.333333333333336,55.0,243.831569664903,53.70545225856488,47.66096364740855,48.67237575925783,53.85855388569888,50.18581283712449,50.94204025240474,47.83410995895041,59.795218377024376,52.40347
2016-05-17 02:00:00,51.66666666666666,4,9,97.57300275482092,243.3333333333333,56.66666666666666,56.66666666666666,243.8938492063492,52.59242135339316,46.76487013464832,47.60311758163823,51.59945395877188,48.47728328605491,50.62579042751043,70.46903442288901,64.34679553285511,53.10809
2016-05-17 03:00:00,53.333333333333336,4,10,97.57300275482092,243.3333333333333,53.333333333333336,56.66666666666666,243.9561287477954,50.78414302152899,45.11259299773981,45.646087860802766,50.387003190035806,52.91908503835622,50.40201248452837,62.16291405590511,65.98454567243725,51.802254
2016-05-17 04:00:00,53.333333333333336,4,11,97.57300275482092,243.3333333333333,55.0,50.0,244.0184082892416,51.3397275402016,45.77692695904745,45.10997172121989,49.33878315296871,52.7270282841051,50.36486820680239,80.76986449019812,64.70345020670989,51.51641
2016-05-17 05:00:00,58.333333333333336,4,12,97.57300275482092,243.3333333333333,51.66666666666666,71.66666666666667,244.08068783068785,59.31350797774472,53.82355121284047,53.62559372121597,56.22426735233276,69.02235858192964,59.83467585772453,94.17617614070396,62.97884204533072,55.28267
2016-05-17 06:00:00,56.66666666666666,4,13,97.57300275482092,243.3333333333333,53.333333333333336,63.333333333333336,244.142967372134,68.18173358896962,62.74114765614418,63.36843761620276,57.27227035907015,57.65305939015847,68.38878876306596,64.05710880079755,116.90227791796023,59.267124
2016-05-17 07:00:00,65.0,4,14,97.57300275482092,243.3333333333333,61.66666666666666,60.0,244.20524691358025,97.48704965517553,92.07222338482936,93.13675104161082,51.28346201633477,63.92051525533154,89.51280306876617,49.127713656283234,144.15147077218603,65.87565
2016-05-17 08:00:00,56.66666666666666,4,15,97.57300275482092,243.3333333333333,88.33333333333333,56.66666666666666,244.26752645502643,114.68712915754368,109.29517394046056,110.53929811154008,54.55996660175233,72.06933074371531,92.51362311701632,48.60879783198715,120.78123465901444,66.054016
2016-05-17 09:00:00,51.66666666666666,4,16,97.57300275482092,243.3333333333333,70.0,55.0,244.32980599647263,102.97585233007248,97.62148460776773,99.15744620275854,58.17875706408373,60.9749822002541,82.78688250467978,56.5945051170845,126.37584754894708,57.54052
2016-05-17 10:00:00,53.333333333333336,4,17,97.57300275482092,243.3333333333333,148.33333333333334,53.333333333333336,244.3920855379189,114.7570548076316,109.4170324662381,112.08493661160796,83.61259053674559,103.57755951155808,93.98853116512964,78.64796976501025,128.4063151949366,57.922916
2016-05-17 11:00:00,51.66666666666666,4,18,97.57300275482092,243.3333333333333,103.33333333333331,56.66666666666666,244.45436507936503,114.18918354752924,108.85524142486466,112.5804710818879,105.57590856650914,97.5502320246909,83.77374222926186,53.2079330138626,107.27678323621582,57.70165
2016-05-17 12:00:00,53.333333333333336,4,19,97.57300275482092,243.3333333333333,206.66666666666663,58.333333333333336,244.5166446208113,114.01699752022968,108.6733573207976,111.18179568390474,103.06273386805128,143.6402998456692,88.75061037540998,58.371815392461485,94.5680657288278,62.94131
2016-05-17 13:00:00,41.66666666666666,4,20,97.57300275482092,243.3333333333333,266.6666666666667,53.333333333333336,244.5789241622575,112.69815295264736,107.35951945856854,110.38758155417484,118.99596582402378,123.8964243192194,89.33874480949379,59.66938260003972,98.87102616183576,65.89838
2016-05-17 14:00:00,53.333333333333336,4,21,97.57300275482092,243.3333333333333,88.33333333333333,53.333333333333336,244.6412037037037,99.41407982162076,94.0822333491458,100.7303345346514,89.22198409273844,102.26505365180522,85.75404805987152,65.47152107802869,115.6432909379376,62.517212
2016-05-17 15:00:00,51.66666666666666,4,22,97.57300275482092,243.3333333333333,111.66666666666669,56.66666666666666,244.7034832451499,96.54417842679786,91.21725894251,99.7536206564276,80.85425315628487,100.55270112707343,84.22198716447227,61.33616198798196,95.42909965129572,61.50567
2016-05-17 16:00:00,66.66666666666667,4,23,97.57300275482092,243.3333333333333,88.33333333333333,63.333333333333336,244.7657627865961,123.23321116060475,117.90171407500308,126.72916329338372,72.6205965577522,85.60074983269965,86.39972448856375,51.66635405029181,100.59866882282743,85.113625
2016-05-17 17:00:00,153.33333333333334,4,24,97.57300275482092,243.3333333333333,243.3333333333333,126.66666666666669,244.8280423280423,189.46552091011088,184.1144024307412,192.5551965126496,169.1803806473337,169.1803806473337,155.6756423310846,159.23882881447017,120.93222028491338,175.55649
2016-05-17 18:00:00,100.0,5,1,97.33573849349514,153.33333333333334,155.0,101.66666666666669,153.3655949256343,143.09963357315897,141.63564045118648,144.16935299829277,175.109306486231,139.67581747649146,139.67581747649146,137.32511453617397,184.3403932286166,132.8445
2016-05-17 19:00:00,123.33333333333331,5,2,97.33573849349514,153.33333333333334,115.0,105.0,153.39785651793528,101.1064036556872,99.03170764764576,101.08704598063466,93.85987297578724,124.3199642776196,104.98230686467704,93.4525428705185,122.58510109627332,108.40439
2016-05-17 20:00:00,118.33333333333331,5,3,97.33573849349514,153.33333333333334,96.66666666666669,95.0,153.43011811023624,98.6366434510485,95.84845696786356,96.6395753867328,76.77479316775326,87.56590631032095,105.94098056433688,81.81859356888646,90.5181466456056,89.64334
2016-05-17 21:00:00,65.0,5,4,97.33573849349514,153.33333333333334,68.33333333333333,68.33333333333333,153.4623797025372,68.15148789399245,64.82478778111839,65.32852032800369,64.93659500466747,46.71705911372667,78.46909563640115,76.74186727164283,77.17972118012482,66.82833
2016-05-17 22:00:00,46.66666666666666,5,5,97.33573849349514,153.33333333333334,46.66666666666666,58.333333333333336,153.49464129483815,53.0684645035612,49.348709776710166,50.20265087212332,51.276016889681465,73.23703164050015,57.01477493811548,63.04045255415014,85.06847660094343,53.81108
2016-05-17 23:00:00,55.0,5,6,97.33573849349514,153.33333333333334,60.0,56.66666666666666,153.52690288713913,50.68650922065641,46.62224981083125,46.33443094461363,49.84390622021844,65.48834316866233,52.83484335804542,68.80185187246667,75.05525744409822,53.68378
2016-05-18 00:00:00,51.66666666666666,5,7,97.33573849349514,153.33333333333334,50.0,51.66666666666666,153.55916447944008,49.1653902020277,36.41998075391293,36.875454343896976,39.242302090153984,52.86215689035046,50.06336049546414,72.3714684949089,73.21987327838961,52.498028
2016-05-18 01:00:00,53.333333333333336,5,8,97.33573849349514,153.33333333333334,55.0,56.66666666666666,153.59142607174104,50.59082630271847,37.58013985618385,38.75036574943223,52.30565868301173,52.80967443405409,49.78264532229165,69.6581683949805,65.47221838602077,52.40678
2016-05-18 02:00:00,55.0,5,9,97.33573849349514,153.33333333333334,51.66666666666666,56.66666666666666,153.623687664042,50.504393860029616,37.29145986393813,39.9787912215491,52.416587597531326,47.72177181129222,49.97769144027482,61.55088654154765,60.543014197887885,50.901176
