date,actual,feature_restricted_24,feature_direct,feature_recursive,feature_cov_lagged,feature_cov_realised,DIAGNOSTIC_1step_ahead,window,step
2016-05-17 21:00:00,65.0,64.93659500466747,46.71705911372667,78.46909563640115,76.74186727164283,77.17972118012482,86.1927628029537,5,4
2016-05-17 22:00:00,46.66666666666666,51.276016889681465,73.23703164050015,57.01477493811548,63.04045255415014,85.06847660094343,60.470429760687665,5,5
2016-05-17 23:00:00,55.0,49.84390622021844,65.48834316866233,52.83484335804542,68.80185187246667,75.05525744409822,54.56952043611407,5,6
2016-05-18 00:00:00,51.66666666666666,39.242302090153984,52.86215689035046,50.06336049546414,72.3714684949089,73.21987327838961,49.858827445079335,5,7
2016-05-18 01:00:00,53.333333333333336,52.30565868301173,52.80967443405409,49.78264532229165,69.6581683949805,65.47221838602077,49.84232954375635,5,8
2016-05-18 02:00:00,55.0,52.416587597531326,47.72177181129222,49.97769144027482,61.55088654154765,60.543014197887885,50.03060788245384,5,9
2016-05-18 03:00:00,51.66666666666666,55.08951165563017,51.23258352639368,50.62360809509781,61.57693961238476,64.24232942890723,49.970772473156394,5,10
2016-05-18 04:00:00,51.66666666666666,52.24735163482023,45.85798864004997,51.4367919724748,61.549758638736876,63.40931823323173,49.795497839128515,5,11
2016-05-18 05:00:00,65.0,61.93458913506033,66.96578715972097,63.747546317262724,68.77619103747338,67.51609508292344,63.614904213478404,5,12
2016-05-18 06:00:00,70.0,69.21751306424177,74.24514097808206,70.89584730433157,82.76592168161282,126.7359074266214,70.87516680472132,5,13
2016-05-18 07:00:00,53.333333333333336,58.49590697514488,80.03983757560572,96.20340792583963,86.95022233581297,147.44002826039426,97.3236633843402,5,14
2016-05-18 08:00:00,61.66666666666666,77.68616012162943,125.45968546862746,103.15412145167548,117.67035382006223,152.57725149866235,79.7524219094921,5,15
2016-05-18 09:00:00,65.0,65.41176504308683,78.70224420404479,88.24586632353804,104.53024803025603,115.52350896782839,70.54361012273914,5,16
2016-05-18 10:00:00,58.333333333333336,66.65057519618192,90.97380503792323,93.06365388680099,103.7979222271738,125.04569581618237,67.00795067765866,5,17
2016-05-18 11:00:00,70.0,83.43910873263528,75.07190099730703,80.97821722268141,97.91070914701734,135.86371755945896,60.56404091837333,5,18
2016-05-18 12:00:00,56.66666666666666,68.67733675585535,110.6729228739216,79.60537552705895,99.55630658690352,124.77952577518032,78.37621245019493,5,19
2016-05-18 13:00:00,86.66666666666667,74.16582638406598,115.18587164912013,84.81469900870212,91.31253044122572,113.14367850811132,57.97208937570977,5,20
2016-05-18 14:00:00,81.66666666666667,85.35639673502956,90.04487872537916,78.021780046458,91.33685741984506,114.04444224476141,78.94326926128572,5,21
2016-05-18 15:00:00,83.33333333333333,77.27520644371793,52.760435384625886,83.29578899330363,91.46323330957368,115.8962150574427,82.05053552820361,5,22
2016-05-18 16:00:00,105.0,60.09063580839209,66.33234896442852,88.8661968579849,102.58404867242037,116.92586898981884,85.1356634935714,5,23
2016-05-18 17:00:00,118.33333333333331,157.3041538424009,157.3041538424009,128.9887382931659,167.9292161868631,146.2736760551858,143.29188980798583,5,24
2016-05-18 18:00:00,178.33333333333334,174.03615427563315,132.73745313953455,132.73745313953455,152.12225588885858,204.946423561157,132.73745313953455,6,1
2016-05-18 19:00:00,143.33333333333334,103.01140234118027,115.376945046569,108.48237544504808,125.65265818272375,138.7978972704576,132.32373624119745,6,2
2016-05-18 20:00:00,223.33333333333331,87.63727432703331,97.03116054963101,101.05702552485123,78.29469242626895,137.32682370874906,117.5607175940523,6,3
2016-05-18 21:00:00,81.66666666666667,59.57826128866617,72.06225889258991,65.82248994107336,60.74240359458293,90.71910426365889,89.23363987988328,6,4
2016-05-18 22:00:00,51.66666666666666,66.03090180930273,48.65585979425692,51.94194251781012,55.27443143491656,62.3442683386694,57.99051208913373,6,5
2016-05-18 23:00:00,56.66666666666666,39.92573322838056,55.13821743040038,49.52497594364258,73.92177997677423,59.47080631027017,56.52704756200221,6,6
2016-05-19 00:00:00,51.66666666666666,48.691131148332815,44.12681004796242,49.3751958051271,73.70899991267139,67.18120211638103,47.283547034958495,6,7
2016-05-19 01:00:00,51.66666666666666,50.533423345611816,48.18470442934598,51.073016847054966,68.79634900347259,59.81997228645317,49.06190518714405,6,8
2016-05-19 02:00:00,50.0,57.7466009115231,42.51389218797291,51.18038462468499,70.15861237744085,61.24439929626738,48.96496266610889,6,9
2016-05-19 03:00:00,51.66666666666666,55.16154943518257,50.61446939786894,51.10727941732926,71.52921113180831,60.490990538535456,49.846558848655526,6,10
2016-05-19 04:00:00,56.66666666666666,55.49091221489887,47.155273232374135,54.3738058142261,70.77320072613843,58.38494554598545,52.21619794158354,6,11
2016-05-19 05:00:00,55.0,56.38135407942746,57.91348382679612,61.984091766361956,79.3441205883738,60.815698855100806,62.577228806555226,6,12
2016-05-19 06:00:00,58.333333333333336,67.59477710304787,72.53609474541615,66.37296376847638,85.41093921811705,68.27013953685739,66.10974752940905,6,13
2016-05-19 07:00:00,50.0,59.45472970004655,83.60259276113798,89.47493137822161,68.68937323724045,119.61863142015808,66.7513981398446,6,14
2016-05-19 08:00:00,53.333333333333336,69.56404986962794,86.79319094455329,95.91804887192002,74.41888375920793,124.71838121160214,59.50184271992349,6,15
2016-05-19 09:00:00,36.66666666666666,75.9327045250547,78.81950814389577,81.80884644681635,106.08277874920915,145.25053746795686,60.25846778637862,6,16
2016-05-19 10:00:00,55.0,80.52414152900427,71.28579308394359,88.21125800514761,101.28462297730647,133.9625637088556,52.42479358521238,6,17
2016-05-19 11:00:00,51.66666666666666,90.2987390202137,57.54121164670848,82.76910264967773,111.31728383132278,126.91619207715135,56.311815204377325,6,18
2016-05-19 12:00:00,55.0,93.31487872623576,92.7283776545242,81.11765558662546,119.43655069218299,99.32108958353439,55.22070190581697,6,19
2016-05-19 13:00:00,50.0,109.98925690175635,113.66802218849938,87.70688999871037,116.85780628413602,104.85398665483494,59.83401903873389,6,20
2016-05-19 14:00:00,63.333333333333336,85.4000527930367,70.75598098136891,83.3122685696625,99.36704093575086,80.49415110316959,55.025955621011676,6,21
2016-05-19 15:00:00,81.66666666666667,76.63210397178626,68.54701720402413,83.54174113489448,101.79411345786237,94.58517371779786,85.37057506274087,6,22
2016-05-19 16:00:00,90.0,102.63600983664088,112.00542054903775,97.02322528348537,132.49740216614336,109.52504924665016,86.58137736116181,6,23
2016-05-19 17:00:00,208.33333333333331,209.39957710175787,209.39957710175787,161.0019622007062,229.57867608828346,125.71397931876743,143.3801105315204,6,24
2016-05-19 18:00:00,120.0,210.5226312924442,130.28394620895543,130.28394620895543,251.03216100964877,161.63555666194569,130.28394620895543,7,1
2016-05-19 19:00:00,98.33333333333331,126.30763478030265,114.77572541487974,126.9801601716003,189.6662103517488,134.03668837669468,126.86315653707868,7,2
2016-05-19 20:00:00,118.33333333333331,112.32803947316029,116.94140229959598,121.87728976486976,146.4682654066782,131.79032843452768,113.37401228453687,7,3
2016-05-19 21:00:00,66.66666666666667,50.756740527839156,60.28345191402979,86.05189532940669,110.68699467998862,90.73030684140988,87.1007930656059,7,4
2016-05-19 22:00:00,50.0,50.08304002025738,50.733551351151206,59.533444047437364,74.4515778971061,65.17647695981321,60.579307757263656,7,5
2016-05-19 23:00:00,56.66666666666666,52.99051910695437,46.75439304529684,49.26659172056853,71.37400441798266,60.7940004669869,48.59980468362372,7,6
2016-05-20 00:00:00,51.66666666666666,52.18744390770007,49.153181445621016,49.93091190063147,71.33293903640377,61.5577227890157,49.81259726632338,7,7
2016-05-20 01:00:00,51.66666666666666,52.90746169050126,47.946249719678235,49.88642267584696,72.1986788905548,70.53111870498986,50.16843702871554,7,8
2016-05-20 02:00:00,36.66666666666666,51.53873421349429,46.93185520352097,50.31882710409893,73.63359773017461,60.94541335643699,50.355971381824915,7,9
2016-05-20 03:00:00,58.333333333333336,48.956159671795504,45.85398836790528,51.74718584893255,76.33473267438059,59.29009806007173,50.76636372769715,7,10
2016-05-20 04:00:00,51.66666666666666,49.524900977808954,47.63898358140168,52.256079525472884,77.01068936315471,60.60528266209937,57.41696664724517,7,11
2016-05-20 05:00:00,61.66666666666666,37.97074982239252,51.15422220648516,57.08912809043822,87.14745247749069,96.39488251145195,55.218529141377275,7,12
2016-05-20 06:00:00,66.66666666666667,78.9193688361177,97.71941015121084,77.31758162560743,117.35864917276768,115.20476271417502,81.83925099551975,7,13
2016-05-20 07:00:00,80.0,119.49842417108283,133.43800842968713,138.6222311599947,117.99234352153053,191.45025487516924,123.2237356580534,7,14
2016-05-20 08:00:00,126.66666666666669,168.90301487398912,211.18034622038357,175.60845826581857,189.47155294241873,235.74567134997832,176.58621253856964,7,15
2016-05-20 09:00:00,73.33333333333333,111.48773948717631,118.19230319954012,153.96468297664177,128.7413537921063,188.34046378393458,134.28227004557053,7,16
2016-05-20 10:00:00,81.66666666666667,152.1722111168109,130.38377171761857,150.3223164858498,131.25030509675068,174.9390349214542,122.45108507086441,7,17
2016-05-20 11:00:00,73.33333333333333,239.76824921066307,186.02739053680742,148.79444517719892,181.34436576375603,245.86861801866715,125.86800480851389,7,18
2016-05-20 12:00:00,71.66666666666667,245.8613477647246,167.3727149277608,137.53353582365742,180.64163612734362,242.56580122569102,94.83677165696005,7,19
2016-05-20 13:00:00,61.66666666666666,216.09890014667664,165.25483669817123,154.01114538032715,176.66317381626732,182.7553111070984,101.66761572543675,7,20
2016-05-20 14:00:00,60.0,171.46269396702124,154.52147740375335,123.63398881700864,128.57720269997577,170.17112851149489,51.88161791578593,7,21
2016-05-20 15:00:00,46.66666666666666,139.6827584159616,147.77705606543915,123.1441926187418,109.41445929589662,156.36474949729848,65.83394345437704,7,22
2016-05-20 16:00:00,48.333333333333336,135.14047411329173,99.85505022718073,121.37915454283349,102.77778141168436,168.64696176163773,45.77613214859528,7,23
2016-05-20 17:00:00,75.0,189.70274877886203,189.70274877886203,192.23185670931295,131.73918660649434,204.8768718510875,99.39504052305693,7,24
2016-05-20 18:00:00,78.33333333333333,193.24718157259946,168.5617395431538,168.5617395431538,120.60172724838095,195.7811190792373,168.5617395431538,8,1
2016-05-20 19:00:00,65.0,115.8173975474352,107.28653626217903,124.82753294898691,89.82147076843417,151.66509630669654,116.53537311102869,8,2
2016-05-20 20:00:00,70.0,103.43243010138185,94.33640852280624,99.17425897142179,94.6215380245751,107.73622476923899,73.01967774407008,8,3
2016-05-20 21:00:00,65.0,72.85034661503036,83.6495758014552,58.666996375890406,66.80012761975772,109.45350541745303,68.82456540908554,8,4
2016-05-20 22:00:00,53.333333333333336,56.58572446085088,54.54733216775814,55.73795872605339,50.27728877927766,75.00807008627787,57.18216740449697,8,5
2016-05-20 23:00:00,45.0,49.87545593220812,63.585749317203586,54.987148837400824,44.61258273242934,62.79732643369067,55.56372048388724,8,6
2016-05-21 00:00:00,48.333333333333336,46.52122355900812,62.35107929628637,51.69412882837183,43.68218609474705,64.11766977717924,52.570691610695214,8,7
2016-05-21 01:00:00,51.66666666666666,47.136578287260114,57.38044340775746,53.85248734028604,46.71569000054976,65.54779465177477,52.664347927573836,8,8
2016-05-21 02:00:00,56.66666666666666,49.22668549780911,42.274798448309156,52.507524994845575,47.48387821797401,69.63112805249352,51.284079134092075,8,9
2016-05-21 03:00:00,48.333333333333336,46.7455944292397,49.073521182461,52.6975568391759,46.86898557824828,77.84896958438405,50.28869125132512,8,10
2016-05-21 04:00:00,56.66666666666666,47.116948993761575,49.2620695399048,54.55975824802735,47.52782632006054,82.19088559544583,53.20230201464269,8,11
2016-05-21 05:00:00,51.66666666666666,49.55703355323461,55.5535941071009,53.61321990521965,47.76381912805128,82.49390456811959,50.6893617152775,8,12
2016-05-21 06:00:00,60.0,62.202187148024414,75.11892823735249,64.41642168460541,57.94586770741663,94.03526182137804,61.16362520464846,8,13
2016-05-21 07:00:00,56.66666666666666,104.18824434855051,114.91163931646025,85.23785703722747,89.11605270968329,165.43956863279223,75.99660721171401,8,14
2016-05-21 08:00:00,208.33333333333331,124.22100749019027,116.6085042978662,131.76107524673438,123.21524936561376,148.96898785336438,77.12757099845032,8,15
2016-05-21 09:00:00,310.0,129.09462443192686,123.3251267095641,138.9662936087319,132.6538499855843,167.39601528565802,167.77792943722733,8,16
2016-05-21 10:00:00,383.3333333333333,148.58660951623727,163.5765666075429,158.21662512921725,141.3385669421558,169.8798870727382,265.191356121238,8,17
2016-05-21 11:00:00,431.6666666666667,131.85402033211136,133.45251368812143,132.27366047285307,142.50261063475503,179.7248286112133,222.67238773986531,8,18
2016-05-21 12:00:00,228.33333333333331,145.99465613938025,145.2987131802733,133.3575183002164,150.00389531433905,177.11339072011378,322.6493424438658,8,19
2016-05-21 13:00:00,343.3333333333333,126.23755896787362,126.29723973254819,131.9507082357833,158.88844203401638,148.9134862545276,384.7257000708405,8,20
2016-05-21 14:00:00,303.3333333333333,115.26688837500217,101.71484455107111,136.15906512432824,145.6994545224088,110.30026840139098,328.52837786850415,8,21
2016-05-21 15:00:00,361.6666666666667,120.51117911470223,128.32395206184253,138.03960497384668,152.34588695667665,116.28613413021091,211.54498753381714,8,22
2016-05-21 16:00:00,100.0,135.84307391599495,120.96868458575416,151.35765985941802,147.1915733738404,114.13239941315031,259.95839874917544,8,23
2016-05-21 17:00:00,95.0,168.24968049580335,168.24968049580335,163.64395433611773,178.8339220382523,101.251895675397,180.79616879221797,8,24
