date,actual,chronos_bolt_base,window,step,q0100,q0500,q0900
2016-05-16 16:00:00,88.33333333333333,95.29932,3,23,61.899937,95.29932,167.50107
2016-05-16 17:00:00,243.33333333333331,193.8773,3,24,130.26279,193.8773,281.57968
2016-05-16 18:00:00,155.0,145.85829,4,1,100.057,145.85829,229.18852
2016-05-16 19:00:00,115.0,117.94935,4,2,82.170135,117.94935,191.62613
2016-05-16 20:00:00,96.66666666666669,100.12416,4,3,74.80798,100.12416,159.00348
2016-05-16 21:00:00,68.33333333333333,73.705215,4,4,59.475883,73.705215,114.87991
2016-05-16 22:00:00,46.66666666666666,61.01947,4,5,52.60624,61.01947,87.33949
2016-05-16 23:00:00,60.0,57.26667,4,6,50.617764,57.26667,73.39947
2016-05-17 00:00:00,50.0,54.739006,4,7,49.086823,54.739006,65.16904
2016-05-17 01:00:00,55.0,52.40347,4,8,47.299145,52.40347,61.525833
2016-05-17 02:00:00,51.66666666666666,53.10809,4,9,48.48207,53.10809,63.473724
2016-05-17 03:00:00,53.333333333333336,51.802254,4,10,47.97831,51.802254,64.59266
2016-05-17 04:00:00,53.333333333333336,51.51641,4,11,47.878757,51.51641,70.07057
2016-05-17 05:00:00,58.333333333333336,55.28267,4,12,48.612583,55.28267,83.909256
2016-05-17 06:00:00,56.66666666666666,59.267124,4,13,47.839085,59.267124,99.95009
2016-05-17 07:00:00,65.0,65.87565,4,14,49.52947,65.87565,117.63781
2016-05-17 08:00:00,56.66666666666666,66.054016,4,15,50.699512,66.054016,122.09414
2016-05-17 09:00:00,51.66666666666666,57.54052,4,16,48.298237,57.54052,109.70264
2016-05-17 10:00:00,53.333333333333336,57.922916,4,17,49.85774,57.922916,108.8112
2016-05-17 11:00:00,51.66666666666666,57.70165,4,18,48.4403,57.70165,109.387764
2016-05-17 12:00:00,53.333333333333336,62.94131,4,19,49.938786,62.94131,117.1433
2016-05-17 13:00:00,41.66666666666666,65.89838,4,20,50.516953,65.89838,122.28952
2016-05-17 14:00:00,53.333333333333336,62.517212,4,21,49.35977,62.517212,120.32331
2016-05-17 15:00:00,51.66666666666666,61.50567,4,22,47.00082,61.50567,125.77308
2016-05-17 16:00:00,66.66666666666667,85.113625,4,23,54.442898,85.113625,166.56375
2016-05-17 17:00:00,153.33333333333334,175.55649,4,24,113.89925,175.55649,273.79852
2016-05-17 18:00:00,100.0,132.8445,5,1,95.998535,132.8445,201.83498
2016-05-17 19:00:00,123.33333333333331,108.40439,5,2,79.9767,108.40439,169.03073
2016-05-17 20:00:00,118.33333333333331,89.64334,5,3,70.400085,89.64334,137.17815
2016-05-17 21:00:00,65.0,66.82833,5,4,56.684044,66.82833,98.36529
2016-05-17 22:00:00,46.66666666666666,53.81108,5,5,49.295666,53.81108,72.37741
2016-05-17 23:00:00,55.0,53.68378,5,6,49.148026,53.68378,64.4779
2016-05-18 00:00:00,51.66666666666666,52.498028,5,7,47.197323,52.498028,59.47519
2016-05-18 01:00:00,53.333333333333336,52.40678,5,8,46.983074,52.40678,60.329163
2016-05-18 02:00:00,55.0,50.901176,5,9,46.520493,50.901176,59.88074
2016-05-18 03:00:00,51.66666666666666,50.927265,5,10,47.294548,50.927265,64.00083
2016-05-18 04:00:00,51.66666666666666,50.194225,5,11,47.67567,50.194225,70.33319
2016-05-18 05:00:00,65.0,56.18849,5,12,50.293037,56.18849,91.17957
2016-05-18 06:00:00,70.0,62.787094,5,13,49.19742,62.787094,115.88776
2016-05-18 07:00:00,53.333333333333336,77.30711,5,14,52.985126,77.30711,150.5501
2016-05-18 08:00:00,61.66666666666666,80.41149,5,15,53.23718,80.41149,162.38318
2016-05-18 09:00:00,65.0,68.37894,5,16,48.466843,68.37894,146.16685
2016-05-18 10:00:00,58.333333333333336,63.764114,5,17,48.62225,63.764114,134.55533
2016-05-18 11:00:00,70.0,60.854576,5,18,47.37408,60.854576,126.48669
2016-05-18 12:00:00,56.66666666666666,64.829094,5,19,48.111343,64.829094,129.48436
2016-05-18 13:00:00,86.66666666666667,71.542435,5,20,51.20646,71.542435,136.06021
2016-05-18 14:00:00,81.66666666666667,68.44796,5,21,49.871323,68.44796,131.04439
2016-05-18 15:00:00,83.33333333333333,65.864395,5,22,46.72271,65.864395,129.73111
2016-05-18 16:00:00,105.0,89.03316,5,23,55.181774,89.03316,164.32443
2016-05-18 17:00:00,118.33333333333331,169.96883,5,24,108.49347,169.96883,258.7414
2016-05-18 18:00:00,178.33333333333334,133.3299,6,1,96.99098,133.3299,200.4963
2016-05-18 19:00:00,143.33333333333334,111.63916,6,2,81.32738,111.63916,169.92322
2016-05-18 20:00:00,223.33333333333331,92.90424,6,3,71.36736,92.90424,136.59761
2016-05-18 21:00:00,81.66666666666667,67.46734,6,4,55.941113,67.46734,94.05231
2016-05-18 22:00:00,51.66666666666666,57.192917,6,5,50.950996,57.192917,71.31851
2016-05-18 23:00:00,56.66666666666666,56.93673,6,6,50.44992,56.93673,65.07442
2016-05-19 00:00:00,51.66666666666666,54.511276,6,7,47.674656,54.511276,59.8752
2016-05-19 01:00:00,51.66666666666666,54.34717,6,8,47.272022,54.34717,59.85195
2016-05-19 02:00:00,50.0,53.80954,6,9,47.632946,53.80954,59.683613
2016-05-19 03:00:00,51.66666666666666,52.810795,6,10,47.899895,52.810795,61.23023
2016-05-19 04:00:00,56.66666666666666,51.851276,6,11,49.14632,51.851276,64.43161
2016-05-19 05:00:00,55.0,52.672947,6,12,48.950397,52.672947,74.09709
2016-05-19 06:00:00,58.333333333333336,60.35261,6,13,49.226807,60.35261,98.21528
2016-05-19 07:00:00,50.0,69.32515,6,14,48.895504,69.32515,124.91548
2016-05-19 08:00:00,53.333333333333336,74.28523,6,15,50.141197,74.28523,140.21513
2016-05-19 09:00:00,36.66666666666666,63.589417,6,16,46.399097,63.589417,128.6529
2016-05-19 10:00:00,55.0,61.22664,6,17,48.445522,61.22664,126.00316
2016-05-19 11:00:00,51.66666666666666,58.048317,6,18,46.75009,58.048317,120.46573
2016-05-19 12:00:00,55.0,60.83955,6,19,48.043278,60.83955,125.53122
2016-05-19 13:00:00,50.0,63.372208,6,20,47.633186,63.372208,129.54146
2016-05-19 14:00:00,63.333333333333336,60.069645,6,21,43.631355,60.069645,128.38828
2016-05-19 15:00:00,81.66666666666667,66.14139,6,22,42.615124,66.14139,141.07426
2016-05-19 16:00:00,90.0,95.53716,6,23,55.037582,95.53716,184.57614
2016-05-19 17:00:00,208.33333333333331,164.81061,6,24,100.18269,164.81061,264.51135
2016-05-19 18:00:00,120.0,173.91458,7,1,115.255394,173.91458,277.68207
2016-05-19 19:00:00,98.33333333333331,127.78559,7,2,84.3677,127.78559,217.91501
2016-05-19 20:00:00,118.33333333333331,100.68315,7,3,71.89857,100.68315,170.92429
2016-05-19 21:00:00,66.66666666666667,70.572174,7,4,56.53638,70.572174,118.75162
2016-05-19 22:00:00,50.0,56.927246,7,5,49.690727,56.927246,88.37814
2016-05-19 23:00:00,56.66666666666666,54.09811,7,6,48.62787,54.09811,75.01422
2016-05-20 00:00:00,51.66666666666666,53.859207,7,7,47.38073,53.859207,70.09246
2016-05-20 01:00:00,51.66666666666666,52.48085,7,8,45.27526,52.48085,68.15007
2016-05-20 02:00:00,36.66666666666666,51.937,7,9,45.103313,51.937,70.071014
2016-05-20 03:00:00,58.333333333333336,51.185772,7,10,44.608463,51.185772,73.98319
2016-05-20 04:00:00,51.66666666666666,50.373566,7,11,43.600697,50.373566,82.69212
2016-05-20 05:00:00,61.66666666666666,55.542843,7,12,43.431408,55.542843,107.39888
2016-05-20 06:00:00,66.66666666666667,69.30275,7,13,43.23072,69.30275,149.62938
2016-05-20 07:00:00,80.0,134.80612,7,14,75.70364,134.80612,251.41315
2016-05-20 08:00:00,126.66666666666669,139.97662,7,15,62.720497,139.97662,288.04922
2016-05-20 09:00:00,73.33333333333333,140.50192,7,16,54.9674,140.50192,307.2508
2016-05-20 10:00:00,81.66666666666667,142.48853,7,17,53.477932,142.48853,319.20615
2016-05-20 11:00:00,73.33333333333333,151.51172,7,18,60.61691,151.51172,336.09668
2016-05-20 12:00:00,71.66666666666667,150.48819,7,19,61.841488,150.48819,336.9744
2016-05-20 13:00:00,61.66666666666666,148.4883,7,20,63.49986,148.4883,332.1034
2016-05-20 14:00:00,60.0,145.57178,7,21,64.63277,145.57178,322.57086
2016-05-20 15:00:00,46.66666666666666,143.13792,7,22,62.770157,143.13792,314.4226
2016-05-20 16:00:00,48.333333333333336,171.31734,7,23,80.99207,171.31734,342.80682
2016-05-20 17:00:00,75.0,197.0567,7,24,100.435585,197.0567,361.9192
2016-05-20 18:00:00,78.33333333333333,100.83533,8,1,66.100914,100.83533,176.5889
2016-05-20 19:00:00,65.0,92.8908,8,2,63.5416,92.8908,162.45319
2016-05-20 20:00:00,70.0,84.75158,8,3,61.951145,84.75158,140.47066
2016-05-20 21:00:00,65.0,71.37845,8,4,56.51346,71.37845,111.474915
2016-05-20 22:00:00,53.333333333333336,59.81936,8,5,50.546944,59.81936,85.707985
2016-05-20 23:00:00,45.0,57.332245,8,6,49.279152,57.332245,74.739944
2016-05-21 00:00:00,48.333333333333336,55.633877,8,7,48.197136,55.633877,68.30534
2016-05-21 01:00:00,51.66666666666666,54.922092,8,8,47.683903,54.922092,66.0458
2016-05-21 02:00:00,56.66666666666666,53.339527,8,9,46.624016,53.339527,65.111824
2016-05-21 03:00:00,48.333333333333336,52.767612,8,10,45.513794,52.767612,67.05452
2016-05-21 04:00:00,56.66666666666666,54.562695,8,11,45.87399,54.562695,73.306725
2016-05-21 05:00:00,51.66666666666666,53.75951,8,12,43.929256,53.75951,79.918076
2016-05-21 06:00:00,60.0,57.93985,8,13,44.717957,57.93985,95.44
2016-05-21 07:00:00,56.66666666666666,74.908844,8,14,52.03494,74.908844,130.20764
2016-05-21 08:00:00,208.33333333333331,89.10509,8,15,56.831707,89.10509,162.50452
2016-05-21 09:00:00,310.0,97.6901,8,16,58.311382,97.6901,186.05103
2016-05-21 10:00:00,383.3333333333333,109.502655,8,17,62.63445,109.502655,210.83661
2016-05-21 11:00:00,431.6666666666667,101.1694,8,18,55.98881,101.1694,210.64363
2016-05-21 12:00:00,228.33333333333331,92.81512,8,19,50.74851,92.81512,204.07957
2016-05-21 13:00:00,343.3333333333333,90.57797,8,20,50.453117,90.57797,202.91
2016-05-21 14:00:00,303.3333333333333,85.14191,8,21,47.74939,85.14191,197.7248
2016-05-21 15:00:00,361.6666666666667,81.770744,8,22,44.65341,81.770744,195.34735
2016-05-21 16:00:00,100.0,92.0758,8,23,49.279022,92.0758,208.81485
2016-05-21 17:00:00,95.0,115.602036,8,24,63.876114,115.602036,232.1621
2016-05-21 18:00:00,125.0,116.016365,9,1,79.41652,116.016365,188.33134
2016-05-21 19:00:00,108.33333333333331,97.109146,9,2,66.53605,97.109146,162.75705
2016-05-21 20:00:00,95.0,85.18243,9,3,61.599438,85.18243,138.26923
2016-05-21 21:00:00,135.0,65.59876,9,4,51.999252,65.59876,102.85503
2016-05-21 22:00:00,73.33333333333333,57.01769,9,5,49.524548,57.01769,80.8262
2016-05-21 23:00:00,148.33333333333334,55.97901,9,6,50.086433,55.97901,71.4857
2016-05-22 00:00:00,60.0,54.78814,9,7,49.494812,54.78814,66.32175
2016-05-22 01:00:00,56.66666666666666,54.799107,9,8,49.494026,54.799107,66.18668
2016-05-22 02:00:00,51.66666666666666,53.90535,9,9,49.453773,53.90535,65.876114
2016-05-22 03:00:00,53.333333333333336,53.40868,9,10,49.092876,53.40868,67.98221
2016-05-22 04:00:00,55.0,52.36346,9,11,47.22504,52.36346,72.62367
2016-05-22 05:00:00,50.0,55.605145,9,12,47.157803,55.605145,86.48257
2016-05-22 06:00:00,58.333333333333336,56.475235,9,13,44.1966,56.475235,100.86555
2016-05-22 07:00:00,63.333333333333336,65.920906,9,14,46.97987,65.920906,128.03804
2016-05-22 08:00:00,190.0,89.57862,9,15,60.42517,89.57862,169.87953
2016-05-22 09:00:00,113.33333333333331,95.221985,9,16,60.3936,95.221985,190.27213
2016-05-22 10:00:00,201.66666666666663,105.99064,9,17,64.30851,105.99064,211.95981
2016-05-22 11:00:00,343.3333333333333,90.28589,9,18,51.696934,90.28589,200.03479
2016-05-22 12:00:00,126.66666666666669,77.43971,9,19,43.945065,77.43971,183.82072
2016-05-22 13:00:00,103.33333333333331,75.791916,9,20,46.958405,75.791916,175.82971
2016-05-22 14:00:00,106.66666666666669,69.50079,9,21,47.367176,69.50079,161.65942
2016-05-22 15:00:00,96.66666666666669,67.77224,9,22,47.016483,67.77224,157.67543
2016-05-22 16:00:00,88.33333333333333,84.16727,9,23,52.056423,84.16727,180.39258
2016-05-22 17:00:00,265.0,140.31734,9,24,87.18004,140.31734,244.61667
2016-05-22 18:00:00,120.0,150.91603,10,1,103.36213,150.91603,235.59456
2016-05-22 19:00:00,96.66666666666669,119.84839,10,2,83.38499,119.84839,195.30447
2016-05-22 20:00:00,116.66666666666669,102.60943,10,3,76.52117,102.60943,163.30257
2016-05-22 21:00:00,88.33333333333333,73.02616,10,4,59.84507,73.02616,115.12902
2016-05-22 22:00:00,78.33333333333333,58.592453,10,5,52.01432,58.592453,85.492294
2016-05-22 23:00:00,60.0,56.720043,10,6,51.012222,56.720043,74.674904
2016-05-23 00:00:00,58.333333333333336,56.01659,10,7,50.178192,56.01659,69.740395
2016-05-23 01:00:00,51.66666666666666,55.3366,10,8,49.565243,55.3366,68.72829
2016-05-23 02:00:00,58.333333333333336,54.301914,10,9,49.749203,54.301914,68.37241
2016-05-23 03:00:00,51.66666666666666,53.42832,10,10,49.20176,53.42832,69.681885
2016-05-23 04:00:00,50.0,54.3304,10,11,49.12778,54.3304,76.434135
2016-05-23 05:00:00,66.66666666666667,57.924854,10,12,49.467392,57.924854,88.5303
2016-05-23 06:00:00,60.0,57.907124,10,13,46.962547,57.907124,96.730545
2016-05-23 07:00:00,56.66666666666666,60.418713,10,14,48.15941,60.418713,106.122284
2016-05-23 08:00:00,51.66666666666666,61.746857,10,15,50.176704,61.746857,111.50713
2016-05-23 09:00:00,55.0,57.652336,10,16,47.692924,57.652336,108.00698
2016-05-23 10:00:00,51.66666666666666,61.871098,10,17,48.615383,61.871098,115.62742
2016-05-23 11:00:00,56.66666666666666,63.923576,10,18,47.768456,63.923576,121.272545
2016-05-23 12:00:00,61.66666666666666,66.792656,10,19,48.82008,66.792656,125.46147
2016-05-23 13:00:00,56.66666666666666,69.317474,10,20,50.768795,69.317474,127.90113
2016-05-23 14:00:00,58.333333333333336,67.414314,10,21,51.062454,67.414314,126.39763
2016-05-23 15:00:00,73.33333333333333,66.41014,10,22,49.073166,66.41014,130.77603
2016-05-23 16:00:00,156.66666666666666,91.92449,10,23,58.79703,91.92449,171.94531
2016-05-23 17:00:00,380.0,185.27985,10,24,122.05353,185.27985,281.43616
2016-05-23 18:00:00,123.33333333333331,194.81201,11,1,130.98396,194.81201,300.50726
2016-05-23 19:00:00,120.0,138.78848,11,2,93.363914,138.78848,231.59517
2016-05-23 20:00:00,105.0,108.86457,11,3,79.6806,108.86457,180.36223
2016-05-23 21:00:00,68.33333333333333,72.20863,11,4,59.52241,72.20863,119.717766
2016-05-23 22:00:00,63.333333333333336,55.61574,11,5,51.15764,55.61574,84.13029
2016-05-23 23:00:00,58.333333333333336,55.877823,11,6,51.873936,55.877823,73.59155
2016-05-24 00:00:00,50.0,54.587753,11,7,50.142727,54.587753,66.57461
2016-05-24 01:00:00,56.66666666666666,53.015606,11,8,48.81271,53.015606,64.32402
2016-05-24 02:00:00,55.0,52.935257,11,9,49.741844,52.935257,64.97659
2016-05-24 03:00:00,53.333333333333336,51.993156,11,10,48.956627,51.993156,65.94928
2016-05-24 04:00:00,53.333333333333336,53.62837,11,11,48.97729,53.62837,73.457245
2016-05-24 05:00:00,106.66666666666669,60.739582,11,12,51.673985,60.739582,89.26347
2016-05-24 06:00:00,71.66666666666667,62.422832,11,13,50.949062,62.422832,98.2945
2016-05-24 07:00:00,161.66666666666666,62.433796,11,14,50.51613,62.433796,102.11192
2016-05-24 08:00:00,56.66666666666666,59.857872,11,15,50.84489,59.857872,98.71858
2016-05-24 09:00:00,38.333333333333336,52.650642,11,16,48.680588,52.650642,85.97617
2016-05-24 10:00:00,66.66666666666667,53.718002,11,17,49.697044,53.718002,85.05031
2016-05-24 11:00:00,101.66666666666669,53.864494,11,18,48.942085,53.864494,87.14082
2016-05-24 12:00:00,128.33333333333334,54.935574,11,19,48.3964,54.935574,90.21131
2016-05-24 13:00:00,118.33333333333331,57.05636,11,20,48.59274,57.05636,95.57419
2016-05-24 14:00:00,150.0,55.858334,11,21,48.410065,55.858334,97.87494
2016-05-24 15:00:00,141.66666666666666,58.349564,11,22,46.982925,58.349564,110.057236
2016-05-24 16:00:00,141.66666666666666,84.93862,11,23,53.890446,84.93862,157.94397
2016-05-24 17:00:00,203.33333333333331,189.83824,11,24,121.227036,189.83824,286.85645
2016-05-24 18:00:00,136.66666666666666,163.60732,12,1,112.47687,163.60732,254.81546
2016-05-24 19:00:00,123.33333333333331,128.11646,12,2,88.022064,128.11646,210.1669
2016-05-24 20:00:00,96.66666666666669,107.72777,12,3,79.047005,107.72777,172.74692
2016-05-24 21:00:00,76.66666666666667,71.0128,12,4,58.1343,71.0128,114.05468
2016-05-24 22:00:00,61.66666666666666,57.13856,12,5,51.91071,57.13856,81.925125
2016-05-24 23:00:00,58.333333333333336,55.52038,12,6,50.953636,55.52038,69.003975
2016-05-25 00:00:00,53.333333333333336,54.472534,12,7,48.626827,54.472534,61.941956
2016-05-25 01:00:00,53.333333333333336,53.7114,12,8,47.861755,53.7114,61.22097
2016-05-25 02:00:00,56.66666666666666,53.797417,12,9,49.01868,53.797417,62.90097
2016-05-25 03:00:00,48.333333333333336,52.56338,12,10,49.397633,52.56338,66.98259
2016-05-25 04:00:00,55.0,51.775475,12,11,50.534714,51.775475,76.136765
2016-05-25 05:00:00,55.0,56.87208,12,12,52.00095,56.87208,99.57082
2016-05-25 06:00:00,55.0,64.08195,12,13,49.791107,64.08195,129.57979
2016-05-25 07:00:00,65.0,69.21698,12,14,48.13055,69.21698,154.87473
2016-05-25 08:00:00,83.33333333333333,67.45276,12,15,48.668148,67.45276,157.61844
2016-05-25 09:00:00,90.0,57.855804,12,16,48.15019,57.855804,140.0383
2016-05-25 10:00:00,78.33333333333333,58.10864,12,17,49.9533,58.10864,132.7194
2016-05-25 11:00:00,50.0,61.579193,12,18,50.712353,61.579193,132.60797
2016-05-25 12:00:00,60.0,65.30336,12,19,50.18216,65.30336,133.86922
2016-05-25 13:00:00,71.66666666666667,72.254196,12,20,52.58629,72.254196,139.91447
2016-05-25 14:00:00,80.0,74.56048,12,21,53.89829,74.56048,143.04803
2016-05-25 15:00:00,80.0,74.023384,12,22,50.016685,74.023384,148.1488
2016-05-25 16:00:00,231.66666666666663,99.512085,12,23,58.20208,99.512085,189.3797
2016-05-25 17:00:00,118.33333333333331,185.78424,12,24,114.55571,185.78424,292.02704
2016-05-25 18:00:00,156.66666666666666,136.95697,13,1,96.28306,136.95697,214.98534
2016-05-25 19:00:00,118.33333333333331,115.16885,13,2,82.02123,115.16885,183.2656
2016-05-25 20:00:00,190.0,94.606735,13,3,72.533844,94.606735,146.00238
2016-05-25 21:00:00,56.66666666666666,70.50817,13,4,59.19888,70.50817,103.102264
2016-05-25 22:00:00,53.333333333333336,58.20813,13,5,52.925037,58.20813,76.10476
2016-05-25 23:00:00,53.333333333333336,56.660145,13,6,51.70575,56.660145,66.109726
2016-05-26 00:00:00,53.333333333333336,54.854446,13,7,48.945873,54.854446,60.14125
2016-05-26 01:00:00,55.0,54.310345,13,8,48.445347,54.310345,59.28415
2016-05-26 02:00:00,50.0,53.373955,13,9,48.164795,53.373955,59.215088
2016-05-26 03:00:00,56.66666666666666,51.85045,13,10,47.622295,51.85045,61.24114
2016-05-26 04:00:00,50.0,52.225933,13,11,50.100307,52.225933,67.717224
2016-05-26 05:00:00,56.66666666666666,58.45547,13,12,54.21306,58.45547,86.97228
2016-05-26 06:00:00,61.66666666666666,62.766293,13,13,52.902775,62.766293,107.82322
2016-05-26 07:00:00,100.0,70.92726,13,14,52.320213,70.92726,137.48695
2016-05-26 08:00:00,156.66666666666666,75.345924,13,15,50.78914,75.345924,156.98456
2016-05-26 09:00:00,276.6666666666667,67.89233,13,16,47.45009,67.89233,152.99268
2016-05-26 10:00:00,265.0,61.75899,13,17,47.44126,61.75899,143.66446
2016-05-26 11:00:00,243.33333333333331,61.23064,13,18,49.14572,61.23064,140.84654
2016-05-26 12:00:00,221.66666666666663,63.85885,13,19,49.8335,63.85885,143.18704
2016-05-26 13:00:00,75.0,67.59075,13,20,48.84294,67.59075,149.79092
2016-05-26 14:00:00,68.33333333333333,69.846085,13,21,48.110336,69.846085,155.61386
2016-05-26 15:00:00,61.66666666666666,76.564926,13,22,48.89475,76.564926,167.6442
2016-05-26 16:00:00,495.0,106.128685,13,23,63.114998,106.128685,208.45807
2016-05-26 17:00:00,440.0,162.92062,13,24,100.55159,162.92062,269.85565
2016-05-26 18:00:00,215.0,226.6423,14,1,131.70659,226.6423,394.96326
2016-05-26 19:00:00,223.33333333333331,149.2414,14,2,85.73185,149.2414,290.61102
2016-05-26 20:00:00,91.66666666666669,113.78058,14,3,73.58044,113.78058,220.80614
2016-05-26 21:00:00,76.66666666666667,79.41888,14,4,57.199814,79.41888,152.54742
2016-05-26 22:00:00,70.0,59.509235,14,5,49.05804,59.509235,104.698746
